,CTL,TSB,TSS,Duration,Intensity,SDNN,RMSSD,Feeling,Run EF,Swim hrs,Bike hrs,Run hrs,HRZone1Minutes,HRZone2Minutes,HRZone3Minutes,HRZone4Minutes,HRZone5Minutes,HRZone6Minutes,HRZone7Minutes,Month Run EF,Week Volume,Month Volume,Year Volume,Month TSS,Year TSS,Week IF,Month IF,Year IF,FeelPrev,FeelPrev2,FeelPrev3,FeelPrev4,FeelPrev4avg,Swim hrs mo,Bike hrs mo,Run hrs mo,HRZone1MinutesMonth,HRZone2MinutesMonth,HRZone3MinutesMonth,HRZone4MinutesMonth,HRZone5MinutesMonth,HRZone6MinutesMonth,HRZone7MinutesMonth,DurationPrev,IntensityPrev,SDNN7,RMSSD2
10/13/2015,57.83969168,-5.257028196,11,0.25,0.172857143,56.50483559,41.61121857,5,0,0,0,0.22,0,0,0,0,0,0,0,4.60E-16,0.47,1.39,1.565643836,56.10714286,67.56712329,0.227336735,0.295328231,0.334905545,5,5,5,5,5,1.11E-15,22.12,14.94,29,6,0,0,0,0,0,0.03,0.18,56.50483559,-41.61121857
10/14/2015,58.71401106,4.072538911,95,2.43,0.364,56.50483559,41.61121857,5,0,0,1.51,0.89,0,0,0,0,0,0,0,4.60E-16,0.695714286,1.421071429,1.57230137,57.42857143,67.82739726,0.248479592,0.298060374,0.335902805,5,5,5,5,5,1.11E-15,22.1,15.83,0,0,0,0,0,0,0,0.25,0.172857143,56.50483559,-41.61121857
10/15/2015,57.87372062,-3.914033718,23,1.03,0.135,56.50483559,41.61121857,5,0,0,0,1,0,0,0,0,0,0,0,4.60E-16,0.838571429,1.41,1.571561644,56.64285714,67.67945205,0.248479592,0.289548469,0.334163079,5,5,5,5,5,1.11E-15,20.79,16.83,0,0,0,0,0,0,0,2.43,0.364,56.50483559,-41.61121857
10/16/2015,58.06491827,0.890589731,66,1.75,0.244,56.50483559,41.61121857,4,0,0,0,0.71,0,0,0,0,0,0,0,4.60E-16,1.022857143,1.401428571,1.57490411,55.82142857,67.79178082,0.23905102,0.285119898,0.332941161,5,5,5,5,5,1.11E-15,19.45,16.92,0,0,0,0,0,0,0,1.03,0.135,56.50483559,-41.61121857
10/17/2015,57.28695651,-3.623709606,25,0.52,0.275,56.50483559,41.61121857,2,0,0,0,0.48,0,0,0,0,0,0,0,4.60E-16,1.022857143,1.351428571,1.576328767,54.25,67.86027397,0.237979592,0.281369898,0.333694586,4,5,5,5,4.75,1.11E-15,17.56,17.4,0,0,0,0,0,0,0,1.75,0.244,56.50483559,-41.61121857
10/18/2015,58.24486575,4.461896612,98,2.03,0.2,56.50483559,41.61121857,5,0,0,0,2,0,0,0,0,0,0,0,4.60E-16,1.148571429,1.422857143,1.580410959,57.71428571,68.06027397,0.224408163,0.278869898,0.332379517,2,4,5,5,4,1.11E-15,17.56,19.4,0,0,0,0,0,0,0,0.52,0.275,56.50483559,-41.61121857
10/19/2015,56.89799061,-6.273681619,1,0.04,0.166666667,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.60E-16,1.15,1.422857143,1.580520548,57.71428571,68.0630137,0.222503401,0.27875085,0.332836138,5,2,4,5,4,1.11E-15,17.56,19.4,0,0,0,0,0,0,0,2.03,0.2,56.50483559,-41.61121857
10/20/2015,58.14739133,5.819650301,110,3.21,0.2925,56.50483559,41.61121857,5,0,0,1.18,1,0,0,0,0,0,0,0,4.60E-16,1.572857143,1.456071429,1.589315068,58.42857143,68.36438356,0.239595238,0.280554422,0.333637508,5,5,2,4,4,1.11E-15,17.49,19.4,0,0,0,0,0,0,0,0.04,0.166666667,56.50483559,-41.61121857
10/21/2015,59.24975419,5.13475481,105,2.29,0.26,56.50483559,41.61121857,5,0,0,1.4,0.89,0,0,0,0,0,0,0,4.60E-16,1.552857143,1.461785714,1.585945205,59,68.34246575,0.224738095,0.27712585,0.332742531,5,5,5,2,4.25,1.11E-15,17.57,19.51,0,0,0,0,0,0,0,3.21,0.2925,56.50483559,-41.61121857
10/22/2015,58.58508512,-3.095997541,31,0.59,0.275,56.50483559,41.61121857,5,0,0,0,0.55,0,0,0,0,0,0,0,4.60E-16,1.49,1.413928571,1.581808219,56.78571429,68.19726027,0.244738095,0.270607993,0.332299609,5,5,5,5,5,1.11E-15,16.1,19.63,0,0,0,0,0,0,0,2.29,0.26,56.50483559,-41.61121857
10/23/2015,58.61837568,0.15506588,60,1.32,0.475,56.50483559,41.61121857,5,0,0.53,0,0.76,22,6,7,2,0,0,0,4.60E-16,1.428571429,1.432142857,1.577589041,57.57142857,68.0630137,0.277738095,0.276590136,0.332696869,5,5,5,5,5,0.53,16.1,19.61,22,6,7,2,0,0,0,0.59,0.275,56.50483559,-41.61121857
10/24/2015,57.827392,-3.6843651,25,0.56,0.403333333,56.50483559,41.61121857,5,1.131147541,0,0,0.53,9,3,0,0,0,0,0,0.040398126,1.434285714,1.3075,1.577342466,53.32142857,68.05205479,0.296071429,0.269566327,0.33319002,5,5,5,5,5,0.53,12.51,19.71,31,9,7,2,0,0,0,1.32,0.475,56.50483559,-41.61121857
10/25/2015,58.77258571,4.40266824,98,2.03,0.3,56.50483559,41.61121857,3,0,0,0,1.99,0,0,0,0,0,0,0,0.040398126,1.434285714,1.316071429,1.581643836,53.17857143,68.28219178,0.310357143,0.274387755,0.333258513,5,5,5,5,5,0.53,12.51,19.91,31,9,7,2,0,0,0,0.56,0.403333333,56.50483559,-41.61121857
10/26/2015,57.41329421,-6.331516447,1,0.03,0.18,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.040398126,1.432857143,1.315714286,1.576493151,53.17857143,67.95068493,0.312261905,0.274506803,0.332655773,3,5,5,5,4.5,0.53,12.51,19.91,31,9,7,2,0,0,0,2.03,0.3,56.50483559,-41.61121857
10/27/2015,58.4623442,4.886425933,102,3.17,0.2775,56.50483559,41.61121857,4,0,0,1.14,1,0,0,0,0,0,0,0,0.040398126,1.427142857,1.321785714,1.585178082,53.57142857,68.23013699,0.310119048,0.27414966,0.333416047,5,3,5,5,4.5,0.53,12.68,19.91,31,9,7,2,0,0,0,0.03,0.18,56.50483559,-41.61121857
10/28/2015,59.27495699,3.78511249,93,2.64,0.342,56.50483559,41.61121857,4,0,0,1.72,0.88,0,0,0,0,0,0,0,0.040398126,1.477142857,1.335714286,1.581863014,53.57142857,68.15890411,0.321833333,0.27364966,0.332818787,4,5,3,5,4.25,0.53,12.97,20.01,31,9,7,2,0,0,0,3.17,0.2775,56.50483559,-41.61121857
10/29/2015,59.88022386,2.819304882,85,2.38,0.4425,56.50483559,41.61121857,4,0,0,1.78,0.57,0,0,0,0,0,0,0,0.040398126,1.732857143,1.3475,1.582410959,53.32142857,68.16712329,0.345761905,0.273471088,0.332898695,4,4,5,3,4,0.53,13.19,20.13,31,9,7,2,0,0,0,2.64,0.342,56.50483559,-41.61121857
10/30/2015,59.85951368,-0.096467066,59,1.17,0.4975,56.50483559,41.61121857,5,0,0.4,0,0.74,0,0,0,0,0,0,0,0.040398126,1.711428571,1.365,1.577506849,54.28571429,68,0.34897619,0.280256803,0.332939791,4,4,4,5,4.25,0.93,13.19,20.22,31,9,7,2,0,0,0,2.38,0.4425,56.50483559,-41.61121857
10/31/2015,60.70983836,3.960772757,96,2.49,0.61,56.50483559,41.61121857,5,0,0,1.89,0.57,0,0,0,0,0,0,0,0.040398126,1.987142857,1.305714286,1.581863014,52.35714286,68.15890411,0.3785,0.286417517,0.333720613,5,4,4,4,4.25,0.93,11.44,20.31,31,9,7,2,0,0,0,1.17,0.4975,56.50483559,-41.61121857
11/1/2015,59.30496658,-6.543827301,1,0.04,0.176666667,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.040398126,1.702857143,1.216785714,1.580794521,48.82142857,68.09589041,0.360880952,0.279393707,0.332149837,5,5,4,4,4.5,0.93,11.44,17.82,31,9,7,2,0,0,0,2.49,0.61,56.50483559,-41.61121857
11/2/2015,57.93314905,-6.389862082,1,0.03,0.27,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.040398126,1.702857143,1.216785714,1.574109589,48.82142857,67.78630137,0.373738095,0.282607993,0.331958056,5,5,5,4,4.75,0.93,11.44,17.82,31,9,7,2,0,0,0,0.04,0.176666667,56.50483559,-41.61121857
11/3/2015,57.01711772,-4.266831241,19,1.03,0.27,56.50483559,41.61121857,6,0,0,0,1,0,0,0,0,0,0,0,0.040398126,1.397142857,1.216785714,1.576931507,47.67857143,67.83835616,0.372666667,0.287429422,0.332697782,5,5,5,5,5,0.93,11.44,17.82,31,9,7,2,0,0,0,0.03,0.27,56.50483559,-41.61121857
11/4/2015,55.69912942,-6.139128062,1,0.03,0.18,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.040398126,1.024285714,1.1875,1.566328767,46.53571429,67.5260274,0.34952381,0.286143707,0.331693216,6,5,5,5,5.25,0.93,10.62,17.82,31,9,7,2,0,0,0,1.03,0.27,56.50483559,-41.61121857
11/5/2015,55.04741563,-3.035652487,28,0.54,0.36,56.50483559,41.61121857,3,0,0,0,0.54,0,0,0,0,0,0,0,0.040398126,0.761428571,1.205714286,1.56090411,47.21428571,67.42191781,0.337738095,0.294179422,0.331720613,5,6,5,5,5.25,0.93,10.62,18.36,31,9,7,2,0,0,0,0.03,0.18,56.50483559,-41.61121857
11/6/2015,54.29339399,-3.512197639,23,0.41,0.25,56.50483559,41.61121857,5,0,0.41,0,0,0,0,0,0,0,0,0,0.040398126,0.652857143,1.203928571,1.553945205,47.25,67.15616438,0.302380952,0.292036565,0.33155623,3,5,6,5,4.75,1.34,10.62,17.93,31,9,7,2,0,0,0,0.54,0.36,56.50483559,-41.61121857
11/7/2015,53.29830176,-4.635093208,12,0.36,0.373333333,56.50483559,41.61121857,4,0,0,0,0.33,0,0,0,0,0,0,0,0.040398126,0.348571429,1.198214286,1.552493151,47.03571429,67.10684932,0.268571429,0.295280612,0.33178454,5,3,5,6,4.75,1.34,10.62,17.77,31,9,7,2,0,0,0,0.41,0.25,56.50483559,-41.61121857
11/8/2015,53.07952841,-1.019036102,44,0.79,0.645,56.50483559,41.61121857,6,0,0,0,0.76,7,8,12,9,1,0,0,0.040398126,0.455714286,1.185357143,1.546493151,46.92857143,66.87123288,0.33547619,0.307780612,0.332647554,4,5,3,5,4.25,1.34,10.62,17.41,38,17,19,11,1,0,0,0.36,0.373333333,56.50483559,-41.61121857
11/9/2015,51.83065663,-5.817186525,0,0,0,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.040398126,0.451428571,1.184285714,1.539205479,46.89285714,66.48219178,0.296904762,0.301352041,0.331980887,6,4,5,3,4.5,1.34,10.62,17.41,38,17,19,11,1,0,0,0.79,0.645,56.50483559,-41.61121857
11/10/2015,51.74052774,-0.419816166,48,1.31,0.208,56.50483559,41.61121857,5,0,0,0,1.28,0,0,0,0,0,0,0,0.040398126,0.491428571,1.222142857,1.542794521,48.21428571,66.61369863,0.288047619,0.302607143,0.33255075,5,6,4,5,5,1.34,10.62,18.47,38,17,19,11,1,0,0,0,0,56.50483559,-41.61121857
11/11/2015,52.94657667,5.61771968,103,2.8,0.4275,56.50483559,41.61121857,3,0,0,1.82,0.94,0,0,0,0,0,0,0,0.040398126,0.887142857,1.235357143,1.550465753,48.5,66.89589041,0.323404762,0.304875,0.333721983,5,5,6,4,5,1.34,10.93,18.52,38,17,19,11,1,0,0,1.31,0.208,56.50483559,-41.61121857
11/12/2015,52.61843724,-1.528458151,39,0.65,0.2975,56.50483559,41.61121857,5,0,0,0,0.62,0,0,0,0,0,0,0,0.040398126,0.902857143,1.221785714,1.552246575,49.07142857,67.00273973,0.31447619,0.310678571,0.334537052,3,5,5,6,4.75,1.34,10.93,18.14,38,17,19,11,1,0,0,2.8,0.4275,56.50483559,-41.61121857
11/13/2015,52.03920693,-2.698027765,28,0.87,0.535,56.50483559,41.61121857,5,0,0,0,0.83,0,0,0,0,0,0,0,0.040398126,0.968571429,1.190357143,1.551890411,47.71428571,67.03561644,0.355190476,0.321071429,0.335637508,5,3,5,5,4.5,1.34,10.93,18.26,38,17,19,11,1,0,0,0.65,0.2975,56.50483559,-41.61121857
11/14/2015,52.83824711,3.721891918,86,2.35,0.58,56.50483559,41.61121857,5,0,0,1.72,0.6,0,0,0,0,0,0,0,0.040398126,1.252857143,1.255714286,1.558328767,49.89285714,67.27123288,0.384714286,0.331964286,0.337226549,5,5,3,5,4.5,1.34,12.65,18.38,38,17,19,11,1,0,0,0.87,0.535,56.50483559,-41.61121857
11/15/2015,52.58324144,-1.187804545,42,1.07,0.386666667,56.50483559,41.61121857,5,0,0,0,1.03,0,0,0,0,0,0,0,0.040398126,1.292857143,1.221428571,1.561260274,47.89285714,67.38630137,0.347809524,0.338630952,0.33828591,5,5,5,3,4.5,1.34,12.65,17.41,38,17,19,11,1,0,0,2.35,0.58,56.50483559,-41.61121857
11/16/2015,51.36957477,-5.65320277,1,0.03,0.18,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,0.040398126,1.297142857,1.221071429,1.561342466,47.89285714,67.3890411,0.37352381,0.339107143,0.338779061,5,5,5,5,5,1.34,12.65,17.41,38,17,19,11,1,0,0,1.07,0.386666667,56.50483559,-41.61121857
11/17/2015,52.30201184,4.343248377,91,2.18,0.3125,56.50483559,41.61121857,5,0,0,0,1,0,0,0,0,0,0,0,0.040398126,1.421428571,1.184285714,1.567315068,47.21428571,67.63835616,0.388452381,0.339821429,0.339635225,5,5,5,5,5,1.34,11.47,17.41,38,17,19,11,1,0,0,0.03,0.18,56.50483559,-41.61121857
11/18/2015,53.871303,7.309685102,119,2.64,0.364,56.50483559,41.61121857,5,0,0,1.72,0.89,0,0,0,0,0,0,0,0.040398126,1.398571429,1.196785714,1.564383562,47.71428571,67.69315068,0.379380952,0.343535714,0.339691846,5,5,5,5,5,1.34,11.79,17.41,38,17,19,11,1,0,0,2.18,0.3125,56.50483559,-41.61121857
11/19/2015,53.33317982,-2.506552707,31,0.58,0.285,56.50483559,41.61121857,5,0,0,0,0.54,0,0,0,0,0,0,0,0.040398126,1.388571429,1.196428571,1.561753425,47.71428571,67.53424658,0.377595238,0.343892857,0.338363079,5,5,5,5,5,1.34,11.79,17.4,38,17,19,11,1,0,0,2.64,0.364,56.50483559,-41.61121857
11/20/2015,54.05471837,3.360892956,84,2.05,0.4475,56.50483559,41.61121857,3,0,0,0,0.77,0,0,0,0,0,0,0,0.040398126,1.557142857,1.2225,1.561945205,48.57142857,67.52054795,0.365095238,0.342910714,0.338684997,5,5,5,5,5,0.81,11.79,17.41,16,11,12,9,1,0,0,0.58,0.285,56.50483559,-41.61121857
11/21/2015,56.8062436,12.81647627,171,4.8,0.57,56.50483559,41.61121857,4,0,0,4.22,0.54,0,0,0,0,0,0,0,4.60E-16,1.907142857,1.373928571,1.572356164,53.78571429,67.90958904,0.363666667,0.348863095,0.340246641,3,5,5,5,4.5,0.81,16.01,17.42,7,8,12,9,1,0,0,2.05,0.4475,56.50483559,-41.61121857
11/22/2015,57.44606682,2.980266744,84,2.05,0.2875,56.50483559,41.61121857,4,0,0,0,2.02,0,0,0,0,0,0,0,4.60E-16,2.047142857,1.374642857,1.568931507,53.28571429,67.63013699,0.3495,0.348416667,0.338897326,4,3,5,5,4.25,0.81,16.01,17.45,7,8,12,9,1,0,0,4.8,0.57,56.50483559,-41.61121857
11/23/2015,56.6826656,-3.555887333,25,0.41,0.446666667,56.50483559,41.61121857,5,0,0.38,0,0,0,0,0,0,0,0,0,4.60E-16,2.101428571,1.388214286,1.564410959,54.14285714,67.41369863,0.387595238,0.357940476,0.338175864,4,4,3,5,4,1.19,16.01,17.45,7,8,12,9,1,0,0,2.05,0.2875,56.50483559,-41.61121857
11/24/2015,57.51362291,3.870560421,92,2.03,0.135,56.50483559,41.61121857,5,0,0,0,1,0,0,0,0,0,0,0,4.60E-16,2.08,1.3475,1.565863014,53.78571429,67.6,0.362238095,0.35285119,0.337997782,5,4,4,3,4,1.19,14.87,17.45,7,8,12,9,1,0,0,0.41,0.446666667,56.50483559,-41.61121857
11/25/2015,58.5132557,4.656242957,100,2.63,0.45,56.50483559,41.61121857,5,0,0,1.72,0.88,0,0,0,0,0,0,0,4.60E-16,2.078571429,1.347142857,1.56769863,54.03571429,67.58356164,0.37452381,0.356708333,0.337737508,5,5,4,4,4.5,1.19,14.87,17.45,7,8,12,9,1,0,0,2.03,0.135,56.50483559,-41.61121857
11/26/2015,59.11291581,2.793188824,84,2.26,0.2875,56.50483559,41.61121857,5,0,0,0,2.23,0,0,0,0,0,0,0,4.60E-16,2.318571429,1.342857143,1.570767123,54,67.64931507,0.374880952,0.351172619,0.337538878,5,5,5,4,4.75,1.19,13.09,19.11,7,8,12,9,1,0,0,2.63,0.45,56.50483559,-41.61121857
11/27/2015,60.02786331,4.261782818,98,2.44,0.45,56.50483559,41.61121857,5,0,0,0,0.99,0,0,0,0,0,0,0,4.60E-16,2.374285714,1.388214286,1.577452055,55.39285714,67.91780822,0.375238095,0.34947619,0.338771755,5,5,5,5,5,0.79,13.09,19.36,7,8,12,9,1,0,0,2.26,0.2875,56.50483559,-41.61121857
11/28/2015,63.06236015,14.13454486,189,4.62,0.4425,56.50483559,41.61121857,5,0,0,3.98,0.61,0,0,0,0,0,0,0,4.60E-16,2.348571429,1.464285714,1.58509589,58.71428571,68.15890411,0.35702381,0.343494048,0.338632485,5,5,5,5,5,0.79,15.18,19.4,7,8,12,9,1,0,0,2.44,0.45,56.50483559,-41.61121857
11/29/2015,62.02564714,-4.828960909,19,0.58,0.2775,56.50483559,41.61121857,5,0,0,0,0.55,0,0,0,0,0,0,0,4.60E-16,2.138571429,1.483571429,1.586684932,59.35714286,68.2109589,0.355595238,0.347095238,0.339392759,5,5,5,5,5,0.79,15.18,19.95,7,8,12,9,1,0,0,4.62,0.4425,56.50483559,-41.61121857
11/30/2015,61.08391117,-4.386562243,22,0.24,0.513333333,56.50483559,41.61121857,5,0,0.21,0,0,0,0,0,0,0,0,0,4.60E-16,2.114285714,1.491071429,1.587342466,60.10714286,68.27123288,0.365119048,0.355785714,0.340799152,5,5,5,5,5,1,15.18,19.95,7,8,12,9,1,0,0,0.58,0.2775,56.50483559,-41.61121857
12/1/2015,61.76425797,3.169023677,90,2.46,0.4425,56.50483559,41.61121857,5,0,0,0,1.44,0,0,0,0,0,0,0,4.60E-16,2.175714286,1.542142857,1.594082192,62.64285714,68.51780822,0.409047619,0.361946429,0.342011481,5,5,5,5,5,1,15.18,20.39,7,8,12,9,1,0,0,0.24,0.513333333,56.50483559,-41.61121857
12/2/2015,62.75799374,4.628774912,104,2.96,0.4375,56.50483559,41.61121857,3,0,0,2,0.93,0,0,0,0,0,0,0,4.60E-16,2.222857143,1.646785714,1.597424658,66.32142857,68.71232877,0.407261905,0.371142857,0.342287736,5,5,5,5,5,1,17.18,21.32,7,8,12,9,1,0,0,2.46,0.4425,56.50483559,-41.61121857
12/3/2015,61.72844195,-4.795604241,19,0.48,0.39,56.50483559,41.61121857,5,0,0,0,0.45,0,0,0,0,0,0,0,4.60E-16,1.968571429,1.644642857,1.598739726,66,68.76438356,0.421904762,0.372214286,0.34335623,3,5,5,5,4.5,1,17.18,21.23,7,8,12,9,1,0,0,2.96,0.4375,56.50483559,-41.61121857
12/4/2015,62.1583409,2.002449239,80,2.04,0.4475,56.50483559,41.61121857,5,0,0,0,0.91,0,0,0,0,0,0,0,4.60E-16,1.911428571,1.702857143,1.604328767,68.03571429,68.98356164,0.421547619,0.379267857,0.344582257,5,3,5,5,4.5,0.59,17.18,22.14,7,8,12,9,1,0,0,0.48,0.39,56.50483559,-41.61121857
12/5/2015,61.11936961,-4.839479802,18,0.54,0.373333333,56.50483559,41.61121857,5,0,0,0,0.51,0,0,0,0,0,0,0,4.60E-16,1.328571429,1.709285714,1.605232877,68.25,69.00273973,0.411666667,0.379267857,0.344947554,5,5,3,5,4.5,0.59,17.18,22.32,7,8,12,9,1,0,0,2.04,0.4475,56.50483559,-41.61121857
12/6/2015,61.84593876,3.384325226,92,1.94,0.41,56.50483559,41.61121857,5,0,0,0,1.91,0,0,0,0,0,0,0,4.60E-16,1.522857143,1.750357143,1.610547945,69.96428571,69.25479452,0.430595238,0.370875,0.346070841,5,5,5,3,4.5,0.59,17.18,23.47,0,0,0,0,0,0,0,0.54,0.373333333,56.50483559,-41.61121857
12/7/2015,60.41433645,-6.668336847,1,0.03,0.18,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.60E-16,1.492857143,1.751428571,1.60860274,70,69.16438356,0.38297619,0.377303571,0.345846184,5,5,5,5,5,0.59,17.18,23.47,0,0,0,0,0,0,0,1.94,0.41,56.50483559,-41.61121857
12/8/2015,59.76932335,-3.004440947,33,1.71,0.4025,56.50483559,41.61121857,5,0,0,0,1.5,0,0,0,0,0,0,0,4.60E-16,1.385714286,1.765714286,1.613287671,69.46428571,69.25479452,0.377261905,0.38425,0.346948924,5,5,5,5,5,0.59,17.18,23.69,0,0,0,0,0,0,0,0.03,0.18,56.50483559,-41.61121857
12/9/2015,58.3865803,-6.4407527,1,0.03,0.135,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.60E-16,0.967142857,1.666785714,1.60739726,65.82142857,68.95068493,0.334047619,0.373803571,0.345446641,5,5,5,5,5,0.59,15.36,22.75,0,0,0,0,0,0,0,1.71,0.4025,56.50483559,-41.61121857
12/10/2015,57.03637085,-6.289212652,1,0.03,0.18,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.60E-16,0.902857143,1.644642857,1.600328767,64.46428571,68.68219178,0.304047619,0.369607143,0.344232029,5,5,5,5,5,0.59,15.36,22.13,0,0,0,0,0,0,0,0.03,0.135,56.50483559,-41.61121857
12/11/2015,55.71792956,-6.141238086,1,0.03,0.135,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.60E-16,0.615714286,1.614642857,1.588493151,63.5,68.37260274,0.259404762,0.355321429,0.343779974,5,5,5,5,5,0.59,15.36,21.3,0,0,0,0,0,0,0,0.03,0.18,56.50483559,-41.61121857
12/12/2015,54.43050897,-5.996745112,1,0.03,0.18,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.60E-16,0.542857143,1.531785714,1.582931507,60.46428571,68.10410959,0.231785714,0.341035714,0.342327919,5,5,5,5,5,0.59,13.64,20.7,0,0,0,0,0,0,0,0.03,0.135,56.50483559,-41.61121857
12/13/2015,53.17337921,-5.855651814,1,0.03,0.27,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.60E-16,0.27,1.494642857,1.583013699,59,68.10684932,0.211785714,0.336869048,0.343067645,5,5,5,5,5,0.59,13.64,19.67,0,0,0,0,0,0,0,0.03,0.18,56.50483559,-41.61121857
12/14/2015,52.20463904,-4.512346547,12,0.04,0.17,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.60E-16,0.271428571,1.495,1.577041096,59.39285714,67.83287671,0.210357143,0.336511905,0.341588193,5,5,5,5,5,0.59,13.64,19.67,0,0,0,0,0,0,0,0.03,0.27,56.50483559,-41.61121857
12/15/2015,52.97625857,3.5941678,85,2.2,0.295,56.50483559,41.61121857,4,0,0,0,1,0,0,0,0,0,0,0,4.60E-16,0.341428571,1.495714286,1.583068493,59.17857143,68.06575342,0.195,0.335886905,0.342396412,5,5,5,5,5,0.59,13.64,19.67,0,0,0,0,0,0,0,0.04,0.17,56.50483559,-41.61121857
12/16/2015,52.60036415,-1.750898677,37,1,0.2875,56.50483559,41.61121857,5,0,0,0,0.97,0,0,0,0,0,0,0,4.60E-16,0.48,1.437142857,1.578684932,56.25,67.83835616,0.216785714,0.333154762,0.34185075,4,5,5,5,4.75,0.59,11.92,19.75,0,0,0,0,0,0,0,2.2,0.295,56.50483559,-41.61121857
12/17/2015,52.04508739,-2.58645328,29,0.57,0.2875,56.50483559,41.61121857,3,0,0,0,0.54,0,0,0,0,0,0,0,4.60E-16,0.557142857,1.436785714,1.574246575,56.17857143,67.62191781,0.232142857,0.333244048,0.341227462,5,4,5,5,4.75,0.59,11.92,19.75,0,0,0,0,0,0,0,1,0.2875,56.50483559,-41.61121857
12/18/2015,53.45572536,6.570685916,112,1.81,0.4675,56.50483559,41.61121857,3,0,0,0,0.86,0,0,0,0,0,0,0,4.60E-16,0.811428571,1.428214286,1.572821918,57.17857143,67.63287671,0.279642857,0.333958333,0.341111024,3,5,4,5,4.25,0.59,11.92,19.84,0,0,0,0,0,0,0,0.57,0.2875,56.50483559,-41.61121857
12/19/2015,53.4214746,-0.159538455,52,1.4,0.61,56.50483559,41.61121857,2,0,0,0.86,0.54,0,0,0,0,0,0,0,4.60E-16,1.007142857,1.306785714,1.57430137,52.92857143,67.6630137,0.341071429,0.335386905,0.34215212,3,3,5,4,3.75,0.59,8.56,19.84,0,0,0,0,0,0,0,1.81,0.4675,56.50483559,-41.61121857
12/20/2015,52.18808572,-5.745067916,1,0.03,0.18,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.60E-16,1.007142857,1.234642857,1.568931507,49.96428571,67.36712329,0.328214286,0.331547619,0.341631572,2,3,3,5,3.25,0.59,8.56,17.82,0,0,0,0,0,0,0,1.4,0.61,56.50483559,-41.61121857
12/21/2015,51.71309411,-2.212488764,32,0.03,0.135,56.50483559,41.61121857,5,0,0,0,0,0,0,0,0,0,0,0,4.60E-16,1.005714286,1.221071429,1.563205479,50.21428571,67.16164384,0.323214286,0.320416667,0.341028832,5,2,3,3,3.25,0.21,8.56,17.82,0,0,0,0,0,0,0,0.03,0.18,56.50483559,-41.61121857
12/22/2015,51.34339151,-1.722057488,36,1.44,0.166666667,56.50483559,41.61121857,5,0,0,0,1.44,0,0,0,0,0,0,0,4.60E-16,0.897142857,1.2,1.567150685,48.21428571,67.26027397,0.304880952,0.321547619,0.341485453,5,5,2,3,3.75,0.21,8.56,18.26,0,0,0,0,0,0,0,0.03,0.135,56.50483559,-41.61121857
12/23/2015,52.08821811,3.469367605,83,2.12,0.3125,56.50483559,41.61121857,3,0,0,0,0.98,0,0,0,0,0,0,0,4.60E-16,1.057142857,1.181785714,1.564465753,47.60714286,67.15890411,0.308452381,0.316636905,0.341506001,5,5,5,2,4.25,0.21,6.84,18.36,0,0,0,0,0,0,0,1.44,0.166666667,56.50483559,-41.61121857
12/24/2015,50.8626702,-5.708545076,0,0,0,56.50483559,41.61121857,1,0,0,0,0,0,0,0,0,0,0,0,4.60E-16,0.975714286,1.101071429,1.556767123,44.60714286,66.8739726,0.267380952,0.306369048,0.341101892,3,5,5,5,4.5,0.21,6.84,16.13,0,0,0,0,0,0,0,2.12,0.3125,56.50483559,-41.61121857
12/25/2015,50.88942965,0.12464428,52,1,0,56.50483559,41.61121857,4,0,0,0,1,0,0,0,0,0,0,0,4.60E-16,0.86,1.049642857,1.553863014,42.96428571,66.72328767,0.200595238,0.290297619,0.33911559,1,3,5,5,3.5,0.21,6.84,16.14,0,0,0,0,0,0,0,0,0,56.50483559,-41.61121857
12/26/2015,50.63321974,-1.193413832,40,0.54,0.203333333,56.50483559,41.61121857,5,0,0,0,0.54,0,0,0,0,0,0,0,4.60E-16,0.737142857,0.903928571,1.547232877,37.64285714,66.4630137,0.1425,0.281755952,0.338275408,4,1,3,5,3.25,0.21,2.86,16.07,0,0,0,0,0,0,0,1,0,56.50483559,-41.61121857
